,Labels,MAL,NV,BCC,AK,BK,DF,SCC
0,0.0,0.005924224853515625,0.08197021484375,0.36279296875,0.348388671875,0.118896484375,0.01338958740234375,0.06866455078125
1,0.0,0.0789794921875,0.62255859375,0.003658294677734375,0.002437591552734375,0.28955078125,0.001537322998046875,0.0014781951904296875
2,0.0,0.04876708984375,0.8681640625,0.00115203857421875,0.00026154518127441406,0.0787353515625,0.0022125244140625,0.00048041343688964844
3,0.0,0.60888671875,0.172119140625,0.01180267333984375,0.00036406517028808594,0.2008056640625,0.0030879974365234375,0.0030155181884765625
4,0.0,0.1834716796875,0.31689453125,0.03302001953125,0.00481414794921875,0.450439453125,0.0040435791015625,0.007114410400390625
5,0.0,0.0246429443359375,0.88525390625,0.00504302978515625,0.0013418197631835938,0.07965087890625,0.0033664703369140625,0.0006947517395019531
6,0.0,0.0154266357421875,0.61328125,0.07421875,0.0116729736328125,0.21240234375,0.061248779296875,0.0117645263671875
7,1.0,0.03863525390625,0.9189453125,0.0012111663818359375,0.00039267539978027344,0.03826904296875,0.0021152496337890625,0.0003535747528076172
8,1.0,0.053466796875,0.93505859375,0.0004742145538330078,4.297494888305664e-05,0.0099029541015625,0.00098419189453125,8.440017700195312e-05
9,1.0,0.017333984375,0.58837890625,0.0546875,0.037139892578125,0.294921875,0.0021514892578125,0.0053253173828125
10,1.0,0.1346435546875,0.58837890625,0.0821533203125,0.0128173828125,0.06976318359375,0.09393310546875,0.01837158203125
11,1.0,0.03253173828125,0.47705078125,0.056732177734375,0.04364013671875,0.34521484375,0.026092529296875,0.01885986328125
12,1.0,0.0226593017578125,0.382568359375,0.1328125,0.07354736328125,0.320556640625,0.033050537109375,0.034698486328125
13,1.0,0.00904083251953125,0.82275390625,0.0013761520385742188,0.0001938343048095703,0.1658935546875,0.00038552284240722656,0.0001468658447265625
14,1.0,0.049713134765625,0.91796875,0.0012769699096679688,0.00019431114196777344,0.02740478515625,0.0028629302978515625,0.0003376007080078125
15,1.0,0.01195526123046875,0.826171875,0.0169677734375,0.00803375244140625,0.1138916015625,0.01953125,0.0033626556396484375
16,1.0,0.055023193359375,0.82177734375,0.0228271484375,0.0060882568359375,0.04913330078125,0.041473388671875,0.0036106109619140625
17,1.0,0.043609619140625,0.361572265625,0.2109375,0.057861328125,0.1295166015625,0.11590576171875,0.08074951171875
18,1.0,0.06634521484375,0.91357421875,0.0016632080078125,0.00025010108947753906,0.01319122314453125,0.0044097900390625,0.00035071372985839844
19,1.0,0.0289306640625,0.8388671875,0.0235595703125,0.003955841064453125,0.0906982421875,0.01126861572265625,0.0025882720947265625
20,1.0,0.0293426513671875,0.6083984375,0.0272979736328125,0.01294708251953125,0.30712890625,0.0081939697265625,0.006389617919921875
21,1.0,0.01337432861328125,0.93017578125,0.001178741455078125,9.065866470336914e-05,0.054168701171875,0.0007038116455078125,0.00012564659118652344
22,1.0,0.09014892578125,0.783203125,0.0033283233642578125,0.00011843442916870117,0.12060546875,0.001941680908203125,0.0005197525024414062
23,1.0,0.04095458984375,0.58642578125,0.039154052734375,0.04779052734375,0.1929931640625,0.062744140625,0.0299072265625
24,1.0,0.022216796875,0.9462890625,0.00467681884765625,0.0005092620849609375,0.022247314453125,0.0036468505859375,0.00045037269592285156
25,1.0,0.0038852691650390625,0.84716796875,0.01010894775390625,0.0012416839599609375,0.1326904296875,0.0044708251953125,0.0005097389221191406
26,1.0,0.07745361328125,0.8017578125,0.0022983551025390625,0.0003883838653564453,0.11480712890625,0.002307891845703125,0.000988006591796875
27,1.0,0.0150909423828125,0.95947265625,0.0011005401611328125,0.00011080503463745117,0.022918701171875,0.0011539459228515625,0.0001016855239868164
28,1.0,0.02825927734375,0.8974609375,0.0026035308837890625,0.0010433197021484375,0.066162109375,0.0035800933837890625,0.0006694793701171875
