,Labels,MAL,NV,BCC,AK,BK,DF,SCC
0,2.0,0.1495361328125,0.433837890625,0.192138671875,0.036163330078125,0.06988525390625,0.0333251953125,0.08502197265625
1,3.0,0.039764404296875,0.2086181640625,0.27392578125,0.10406494140625,0.0426025390625,0.205078125,0.1259765625
2,1.0,0.07318115234375,0.53955078125,0.016693115234375,0.0207366943359375,0.216064453125,0.03363037109375,0.1002197265625
3,0.0,0.0938720703125,0.62060546875,0.03515625,0.02734375,0.044281005859375,0.039703369140625,0.13916015625
4,2.0,0.4052734375,0.10345458984375,0.19140625,0.08392333984375,0.061737060546875,0.03900146484375,0.11517333984375
5,1.0,0.030914306640625,0.371337890625,0.21875,0.059844970703125,0.157958984375,0.1103515625,0.050750732421875
6,2.0,0.026397705078125,0.06317138671875,0.490478515625,0.06243896484375,0.0161590576171875,0.258056640625,0.0833740234375
7,2.0,0.031768798828125,0.0966796875,0.329345703125,0.058929443359375,0.018524169921875,0.317626953125,0.14697265625
8,2.0,0.033599853515625,0.021270751953125,0.67431640625,0.09490966796875,0.00533294677734375,0.066650390625,0.10406494140625
9,1.0,0.034454345703125,0.86572265625,0.015350341796875,0.00965118408203125,0.011016845703125,0.04290771484375,0.0211029052734375
10,1.0,0.0401611328125,0.5419921875,0.1026611328125,0.08367919921875,0.1121826171875,0.07861328125,0.040679931640625
11,0.0,0.2379150390625,0.0413818359375,0.5107421875,0.032501220703125,0.0833740234375,0.022247314453125,0.0718994140625
12,1.0,0.030242919921875,0.2200927734375,0.2379150390625,0.1693115234375,0.193359375,0.09613037109375,0.052947998046875
13,0.0,0.25244140625,0.181396484375,0.1875,0.091552734375,0.14794921875,0.021820068359375,0.11724853515625
14,1.0,0.046844482421875,0.71142578125,0.002994537353515625,0.0121917724609375,0.11920166015625,0.09222412109375,0.01511383056640625
15,1.0,0.01493072509765625,0.95068359375,0.0014743804931640625,0.00311279296875,0.009735107421875,0.01360321044921875,0.006622314453125
16,2.0,0.186279296875,0.0545654296875,0.1483154296875,0.170166015625,0.0163421630859375,0.188720703125,0.235595703125
17,4.0,0.0177001953125,0.052154541015625,0.36474609375,0.27490234375,0.0310516357421875,0.0258331298828125,0.233642578125
18,6.0,0.0152130126953125,0.056640625,0.25537109375,0.0654296875,0.0208740234375,0.51416015625,0.0721435546875
19,4.0,0.09295654296875,0.78173828125,0.0069427490234375,0.005718231201171875,0.036590576171875,0.02618408203125,0.049957275390625
20,5.0,0.06634521484375,0.2156982421875,0.04779052734375,0.023834228515625,0.53955078125,0.05694580078125,0.0499267578125
21,0.0,0.1785888671875,0.57861328125,0.016815185546875,0.0286865234375,0.11663818359375,0.02313232421875,0.057769775390625
22,0.0,0.2734375,0.2587890625,0.045745849609375,0.036041259765625,0.274169921875,0.02484130859375,0.0869140625
