,Labels,MAL,NV,BCC,AK,BK,DF,SCC
0,0.0,0.059783935546875,0.0960693359375,0.1851806640625,0.2039794921875,0.407470703125,0.01580810546875,0.031768798828125
1,0.0,0.04461669921875,0.1790771484375,0.11871337890625,0.055938720703125,0.57958984375,0.0174713134765625,0.004619598388671875
2,0.0,0.0408935546875,0.501953125,0.0013036727905273438,0.0008907318115234375,0.449951171875,0.0046234130859375,0.0004684925079345703
3,0.0,0.3916015625,0.258544921875,0.0184478759765625,0.039703369140625,0.280029296875,0.006610870361328125,0.004940032958984375
4,0.0,0.045623779296875,0.1134033203125,0.225830078125,0.374267578125,0.189208984375,0.025665283203125,0.0259246826171875
5,0.0,0.050933837890625,0.057220458984375,0.05963134765625,0.58740234375,0.2174072265625,0.005748748779296875,0.02142333984375
6,0.0,0.257080078125,0.0303192138671875,0.16943359375,0.141357421875,0.34228515625,0.0277099609375,0.031707763671875
7,0.0,0.1748046875,0.396728515625,0.0638427734375,0.031341552734375,0.296875,0.0216827392578125,0.01457977294921875
8,0.0,0.0070037841796875,0.152587890625,0.11529541015625,0.005725860595703125,0.020782470703125,0.65185546875,0.046875
9,0.0,0.0187225341796875,0.01222991943359375,0.1317138671875,0.77587890625,0.0211334228515625,0.007476806640625,0.032684326171875
10,0.0,0.08758544921875,0.76708984375,0.0027523040771484375,0.0005197525024414062,0.1396484375,0.0016298294067382812,0.0007314682006835938
11,0.0,0.216796875,0.01425933837890625,0.10003662109375,0.407958984375,0.07904052734375,0.0201873779296875,0.1617431640625
12,0.0,0.0224761962890625,0.1138916015625,0.060943603515625,0.630859375,0.09088134765625,0.01995849609375,0.060760498046875
13,0.0,0.26025390625,0.454833984375,0.0282135009765625,0.022735595703125,0.2142333984375,0.00946044921875,0.010467529296875
14,0.0,0.62548828125,0.264892578125,0.00860595703125,0.007022857666015625,0.08941650390625,0.0010881423950195312,0.0036468505859375
15,0.0,0.1844482421875,0.036163330078125,0.03228759765625,0.01499176025390625,0.72802734375,0.0025501251220703125,0.0015802383422851562
16,0.0,0.340576171875,0.0751953125,0.0211639404296875,0.0307769775390625,0.517578125,0.00800323486328125,0.00675201416015625
17,0.0,0.08831787109375,0.07818603515625,0.326416015625,0.11798095703125,0.1419677734375,0.12176513671875,0.1253662109375
18,0.0,0.044036865234375,0.83203125,0.04443359375,0.00225067138671875,0.07037353515625,0.004058837890625,0.0029506683349609375
19,0.0,0.1563720703125,0.62451171875,0.0014181137084960938,0.0005178451538085938,0.212158203125,0.0038623809814453125,0.0009121894836425781
20,0.0,0.172119140625,0.10980224609375,0.06817626953125,0.157470703125,0.2222900390625,0.06036376953125,0.2098388671875
21,0.0,0.136474609375,0.0166015625,0.282958984375,0.2354736328125,0.159423828125,0.015899658203125,0.153076171875
22,0.0,0.042999267578125,0.529296875,0.018646240234375,0.0098876953125,0.12078857421875,0.0055999755859375,0.272705078125
23,0.0,0.463134765625,0.46142578125,0.0007281303405761719,7.456541061401367e-05,0.0728759765625,0.0006694793701171875,0.0011129379272460938
24,0.0,0.11248779296875,0.496826171875,0.04852294921875,0.2012939453125,0.119873046875,0.007213592529296875,0.013763427734375
25,0.0,0.06524658203125,0.030609130859375,0.133056640625,0.280517578125,0.458740234375,0.00955963134765625,0.022308349609375
26,0.0,0.168701171875,0.0897216796875,0.007297515869140625,0.01861572265625,0.712890625,0.0014972686767578125,0.0010471343994140625
27,0.0,0.0833740234375,0.012969970703125,0.109130859375,0.33642578125,0.421142578125,0.0050201416015625,0.031829833984375
28,0.0,0.1263427734375,0.319580078125,0.0963134765625,0.084716796875,0.324951171875,0.0256195068359375,0.02252197265625
29,0.0,0.75830078125,0.1580810546875,0.003055572509765625,0.006916046142578125,0.06903076171875,0.0010900497436523438,0.003345489501953125
30,0.0,0.0628662109375,0.0093994140625,0.04058837890625,0.09423828125,0.7763671875,0.00833892822265625,0.00811004638671875
31,0.0,0.396484375,0.5400390625,0.0007243156433105469,0.00013458728790283203,0.0621337890625,0.0003752708435058594,4.5418739318847656e-05
32,0.0,0.145751953125,0.289794921875,0.169677734375,0.188232421875,0.0277099609375,0.1065673828125,0.072265625
33,0.0,0.2109375,0.2462158203125,0.00039005279541015625,0.001678466796875,0.53759765625,0.0026264190673828125,0.0005373954772949219
34,0.0,0.68359375,0.2159423828125,0.0028743743896484375,0.001728057861328125,0.08868408203125,0.006656646728515625,0.0006380081176757812
35,0.0,0.0931396484375,0.09344482421875,0.06707763671875,0.2261962890625,0.462890625,0.0224456787109375,0.0347900390625
36,0.0,0.0186309814453125,0.23193359375,0.0005688667297363281,3.0100345611572266e-05,0.74853515625,0.00014030933380126953,6.318092346191406e-06
37,0.0,0.0176544189453125,0.0006890296936035156,0.33984375,0.2447509765625,0.0067901611328125,0.0014352798461914062,0.388916015625
38,0.0,0.099609375,0.63427734375,0.0098419189453125,0.0028591156005859375,0.24658203125,0.0034084320068359375,0.003284454345703125
39,0.0,0.21484375,0.58837890625,0.01512908935546875,0.0061187744140625,0.044952392578125,0.0743408203125,0.055999755859375
40,0.0,0.0477294921875,0.7099609375,0.01036834716796875,0.0240936279296875,0.07421875,0.1260986328125,0.007656097412109375
41,0.0,0.2030029296875,0.56298828125,0.127197265625,0.0107879638671875,0.04339599609375,0.007251739501953125,0.045562744140625
42,0.0,0.67236328125,0.1983642578125,0.0011301040649414062,0.00019788742065429688,0.1239013671875,0.0031757354736328125,0.0006098747253417969
43,0.0,0.258056640625,0.26171875,0.08331298828125,0.00913238525390625,0.3486328125,0.0225982666015625,0.0164794921875
44,0.0,0.036834716796875,0.212646484375,0.0014886856079101562,0.0003490447998046875,0.748046875,0.00067138671875,5.179643630981445e-05
45,0.0,0.0070037841796875,0.152587890625,0.11529541015625,0.005725860595703125,0.020782470703125,0.65185546875,0.046875
46,0.0,0.193115234375,0.57568359375,0.00048065185546875,0.0012063980102539062,0.225341796875,0.0037078857421875,0.000484466552734375
47,0.0,0.275146484375,0.55322265625,0.0129241943359375,0.018341064453125,0.11639404296875,0.01021575927734375,0.01366424560546875
48,0.0,0.2021484375,0.053009033203125,0.03582763671875,0.007228851318359375,0.0254974365234375,0.64013671875,0.03631591796875
49,0.0,0.334716796875,0.0099029541015625,0.34033203125,0.0887451171875,0.11572265625,0.006816864013671875,0.10394287109375
50,0.0,0.44189453125,0.377197265625,0.0007481575012207031,0.0001354217529296875,0.158447265625,0.02154541015625,0.00021648406982421875
51,0.0,0.0386962890625,0.92578125,0.0021038055419921875,9.506940841674805e-05,0.0305023193359375,0.00254058837890625,0.0002224445343017578
52,0.0,0.01309967041015625,0.2093505859375,0.11944580078125,0.032440185546875,0.552734375,0.049591064453125,0.0233154296875
53,0.0,0.2100830078125,0.281982421875,0.0283966064453125,0.005512237548828125,0.01522064208984375,0.38232421875,0.076416015625
54,0.0,0.106201171875,0.58642578125,0.0230865478515625,0.003467559814453125,0.2440185546875,0.030181884765625,0.0066680908203125
55,0.0,0.1947021484375,0.294677734375,0.268310546875,0.023773193359375,0.031951904296875,0.0193634033203125,0.167236328125
56,0.0,0.410400390625,0.5673828125,0.0004749298095703125,8.350610733032227e-05,0.013214111328125,0.0080108642578125,0.00017309188842773438
57,0.0,0.10791015625,0.6845703125,0.0010232925415039062,0.0005464553833007812,0.2039794921875,0.0013332366943359375,0.0005750656127929688
58,0.0,0.52734375,0.320556640625,0.0143890380859375,0.013153076171875,0.10015869140625,0.01377105712890625,0.01055145263671875
59,0.0,0.12274169921875,0.63671875,0.0170135498046875,0.0034465789794921875,0.1519775390625,0.037353515625,0.030792236328125
60,0.0,0.449462890625,0.446044921875,0.011260986328125,0.003940582275390625,0.077392578125,0.00406646728515625,0.0079345703125
61,0.0,0.38134765625,0.404541015625,0.0010633468627929688,0.0001399517059326172,0.2093505859375,0.00286102294921875,0.0006875991821289062
62,0.0,0.125,0.42236328125,0.059234619140625,0.004093170166015625,0.357421875,0.0261688232421875,0.0055389404296875
63,0.0,0.35302734375,0.5751953125,5.894899368286133e-05,2.5987625122070312e-05,0.07159423828125,0.00012826919555664062,4.076957702636719e-05
64,0.0,0.73974609375,0.1990966796875,0.0006260871887207031,0.0003364086151123047,0.059173583984375,0.0009183883666992188,0.0003352165222167969
65,0.0,0.1123046875,0.6123046875,0.08966064453125,0.006023406982421875,0.136474609375,0.0406494140625,0.0027484893798828125
66,0.0,0.01617431640625,0.79345703125,0.0008068084716796875,8.279085159301758e-05,0.003650665283203125,0.1859130859375,9.810924530029297e-05
67,0.0,0.016357421875,0.35009765625,0.3466796875,0.0220794677734375,0.25732421875,0.0028018951416015625,0.00453948974609375
68,0.0,0.1021728515625,0.7314453125,0.07257080078125,0.0199127197265625,0.055755615234375,0.01580810546875,0.00255584716796875
69,0.0,0.130126953125,0.35986328125,0.1134033203125,0.06341552734375,0.162841796875,0.1337890625,0.036529541015625
70,0.0,0.1339111328125,0.454833984375,0.0249176025390625,0.0249176025390625,0.08203125,0.263916015625,0.015411376953125
71,0.0,0.428466796875,0.045806884765625,0.024139404296875,0.0098724365234375,0.472412109375,0.007171630859375,0.01215362548828125
72,0.0,0.01139068603515625,0.7275390625,0.002716064453125,0.0004291534423828125,0.25634765625,0.001003265380859375,0.0003516674041748047
73,0.0,0.077392578125,0.06689453125,0.45654296875,0.035125732421875,0.1466064453125,0.162841796875,0.0545654296875
74,0.0,0.01483917236328125,0.276123046875,0.00873565673828125,0.00200653076171875,0.6923828125,0.002384185791015625,0.0033817291259765625
75,0.0,0.406005859375,0.424560546875,0.0255584716796875,0.0269622802734375,0.060760498046875,0.03875732421875,0.017333984375
76,0.0,0.05596923828125,0.48583984375,0.005825042724609375,0.0008492469787597656,0.41796875,0.032623291015625,0.00081634521484375
77,0.0,0.047698974609375,0.262939453125,0.264404296875,0.02838134765625,0.27783203125,0.09320068359375,0.0254974365234375
78,0.0,0.08135986328125,0.28369140625,0.08624267578125,0.10931396484375,0.2412109375,0.181640625,0.0167388916015625
79,0.0,0.11669921875,0.04754638671875,0.154296875,0.429443359375,0.10345458984375,0.052215576171875,0.096435546875
80,0.0,0.114990234375,0.26708984375,0.28271484375,0.06500244140625,0.173583984375,0.0682373046875,0.0284271240234375
81,0.0,0.0950927734375,0.7265625,0.031524658203125,0.003223419189453125,0.1290283203125,0.0113525390625,0.00316619873046875
82,0.0,0.3115234375,0.677734375,0.00028014183044433594,0.00010734796524047852,0.006755828857421875,0.00284576416015625,0.0009822845458984375
83,0.0,0.15283203125,0.295166015625,0.004711151123046875,0.0005178451538085938,0.5439453125,0.00232696533203125,0.00011223554611206055
84,0.0,0.30419921875,0.294189453125,0.002105712890625,0.0030345916748046875,0.39208984375,0.003604888916015625,0.0006999969482421875
85,0.0,0.06805419921875,0.71044921875,0.00033545494079589844,5.1140785217285156e-05,0.2200927734375,0.0006923675537109375,0.000194549560546875
86,0.0,0.278564453125,0.54931640625,0.0290069580078125,0.00646209716796875,0.01078033447265625,0.1162109375,0.009796142578125
87,0.0,0.05535888671875,0.445068359375,0.0007352828979492188,7.683038711547852e-05,0.498291015625,0.0004017353057861328,2.86102294921875e-05
88,0.0,0.0035037994384765625,0.48291015625,0.0390625,0.06219482421875,0.2120361328125,0.179443359375,0.0208740234375
89,0.0,0.49560546875,0.297119140625,0.01432037353515625,0.00759124755859375,0.1495361328125,0.0281219482421875,0.007785797119140625
90,0.0,0.41064453125,0.00830078125,0.1793212890625,0.036285400390625,0.341064453125,0.0026607513427734375,0.0217437744140625
91,0.0,0.19482421875,0.11468505859375,0.1092529296875,0.04913330078125,0.44677734375,0.0265655517578125,0.058868408203125
92,0.0,0.1856689453125,0.57177734375,0.001434326171875,0.0025806427001953125,0.21533203125,0.0182037353515625,0.00505828857421875
93,0.0,0.75146484375,0.2440185546875,3.814697265625e-05,2.7835369110107422e-05,0.002307891845703125,0.0020847320556640625,5.030632019042969e-05
94,0.0,0.09356689453125,0.496826171875,0.014434814453125,0.0032958984375,0.30322265625,0.0872802734375,0.00150299072265625
95,0.0,0.7119140625,0.022613525390625,0.0154876708984375,0.0024547576904296875,0.244140625,0.001529693603515625,0.00201416015625
96,0.0,0.53271484375,0.253173828125,0.0028839111328125,0.0014781951904296875,0.1888427734375,0.01222991943359375,0.00891876220703125
